Город	Возраст	Численность населения	Год
Санкт-Петербург	26-35	55	1926
Санкт-Петербург	36-45	34	1926
Санкт-Петербург	46-60	27	1926
Санкт-Петербург	61-80	67	1926
Санкт-Петербург	80-100	50	1926
Санкт-Петербург	101+	18	1926
Новосибирск	0-3	99	1926
Новосибирск	3-7	40	1926
Новосибирск	8-14	94	1926
Новосибирск	15-18	48	1926
Новосибирск	18-25	85	1926
Новосибирск	26-35	96	1926
Новосибирск	36-45	17	1926
Новосибирск	46-60	26	1926
Новосибирск	61-80	60	1926
Новосибирск	80-100	92	1926
Новосибирск	101+	97	1926
Екатеринбург	0-3	61	1926
Екатеринбург	3-7	93	1926
Екатеринбург	8-14	26	1926
Екатеринбург	15-18	11	1926
Екатеринбург	18-25	38	1926
Екатеринбург	26-35	59	1926
Екатеринбург	36-45	24	1926
Екатеринбург	46-60	42	1926
Екатеринбург	61-80	70	1926
Екатеринбург	80-100	69	1926
Екатеринбург	101+	82	1926
Казань	0-3	30	1926
Казань	3-7	95	1926
Казань	8-14	100	1926
Казань	15-18	21	1926
Казань	18-25	14	1926
Казань	26-35	98	1926
Казань	36-45	95	1926
Казань	46-60	12	1926
Казань	61-80	52	1926
Казань	80-100	75	1926
Казань	101+	77	1926
Нижний Новгород	0-3	38	1926
Нижний Новгород	3-7	47	1926
Нижний Новгород	8-14	41	1926
Нижний Новгород	15-18	29	1926
Нижний Новгород	18-25	10	1926
Нижний Новгород	26-35	19	1926
Нижний Новгород	36-45	31	1926
Нижний Новгород	46-60	29	1926
Нижний Новгород	61-80	47	1926
Нижний Новгород	80-100	56	1926
Нижний Новгород	101+	71	1926
Челябинск	0-3	30	1926
Челябинск	3-7	20	1926
Челябинск	8-14	21	1926
Челябинск	15-18	81	1926
Челябинск	18-25	96	1926
Челябинск	26-35	97	1926
Челябинск	36-45	88	1926
Челябинск	46-60	15	1926
Челябинск	61-80	48	1926
Челябинск	80-100	74	1926
Челябинск	101+	61	1926
Самара	0-3	42	1926
Самара	3-7	69	1926
Самара	8-14	28	1926
Самара	15-18	56	1926
Самара	18-25	78	1926
Самара	26-35	24	1926
Самара	36-45	68	1926
Самара	46-60	26	1926
Самара	61-80	20	1926
Самара	80-100	33	1926
Самара	101+	17	1926
Омск	0-3	66	1926
Омск	3-7	49	1926
Омск	8-14	97	1926
Омск	15-18	97	1926
Омск	18-25	100	1926
Омск	26-35	47	1926
Омск	36-45	97	1926
Омск	46-60	83	1926
Омск	61-80	25	1926
Омск	80-100	12	1926
Омск	101+	58	1926
Ростов-на-Дону	0-3	65	1926
Ростов-на-Дону	3-7	40	1926
Ростов-на-Дону	8-14	61	1926
Ростов-на-Дону	15-18	16	1926
Ростов-на-Дону	18-25	64	1926
Ростов-на-Дону	26-35	55	1926
Ростов-на-Дону	36-45	85	1926
Ростов-на-Дону	46-60	87	1926
Ростов-на-Дону	61-80	59	1926
Ростов-на-Дону	80-100	85	1926
Ростов-на-Дону	101+	25	1926
Уфа	0-3	33	1926
Уфа	3-7	71	1926
Уфа	8-14	51	1926
Уфа	15-18	47	1926
Уфа	18-25	81	1926
Уфа	26-35	60	1926
Уфа	36-45	43	1926
Уфа	46-60	14	1926
Уфа	61-80	95	1926
Уфа	80-100	99	1926
Уфа	101+	78	1926
Красноярск	0-3	19	1926
Красноярск	3-7	89	1926
Красноярск	8-14	94	1926
Красноярск	15-18	82	1926
Красноярск	18-25	90	1926
Красноярск	26-35	34	1926
Красноярск	36-45	50	1926
Красноярск	46-60	62	1926
Красноярск	61-80	32	1926
Красноярск	80-100	78	1926
Красноярск	101+	61	1926
Москва	0-3	57	1929
Москва	3-7	88	1929
Москва	8-14	14	1929
Москва	15-18	40	1929
Москва	18-25	85	1929
Москва	26-35	33	1929
Москва	36-45	91	1929
Москва	46-60	88	1929
Москва	61-80	81	1929
Москва	80-100	61	1929
Москва	101+	93	1929
Санкт-Петербург	0-3	97	1929
Санкт-Петербург	3-7	45	1929
Санкт-Петербург	8-14	44	1929
Санкт-Петербург	15-18	23	1929
Санкт-Петербург	18-25	49	1929
Санкт-Петербург	26-35	19	1929
Санкт-Петербург	36-45	50	1929
Санкт-Петербург	46-60	68	1929
Санкт-Петербург	61-80	70	1929
Санкт-Петербург	80-100	28	1929
Санкт-Петербург	101+	24	1929
Новосибирск	0-3	53	1929
Новосибирск	3-7	70	1929
Новосибирск	8-14	46	1929
Новосибирск	15-18	54	1929
Новосибирск	18-25	75	1929
Новосибирск	26-35	11	1929
Новосибирск	36-45	82	1929
Новосибирск	46-60	64	1929
Новосибирск	61-80	50	1929
Новосибирск	80-100	93	1929
Новосибирск	101+	29	1929
Екатеринбург	0-3	42	1929
Екатеринбург	3-7	53	1929
Екатеринбург	8-14	76	1929
Екатеринбург	15-18	21	1929
Екатеринбург	18-25	90	1929
Екатеринбург	26-35	39	1929
Екатеринбург	36-45	89	1929
Екатеринбург	46-60	67	1929
Екатеринбург	61-80	48	1929
Екатеринбург	80-100	68	1929
Екатеринбург	101+	37	1929
Казань	0-3	66	1929
Казань	3-7	72	1929
Казань	8-14	59	1929
Казань	15-18	78	1929
Казань	18-25	66	1929
Казань	26-35	92	1929
Казань	36-45	29	1929
Казань	46-60	86	1929
Казань	61-80	72	1929
Казань	80-100	41	1929
Казань	101+	38	1929
Нижний Новгород	0-3	38	1929
Нижний Новгород	3-7	98	1929
Нижний Новгород	8-14	25	1929
Нижний Новгород	15-18	29	1929
Нижний Новгород	18-25	88	1929
Нижний Новгород	26-35	77	1929
Нижний Новгород	36-45	65	1929
Нижний Новгород	46-60	12	1929
Нижний Новгород	61-80	72	1929
Нижний Новгород	80-100	18	1929
Нижний Новгород	101+	18	1929
Челябинск	0-3	36	1929
Челябинск	3-7	30	1929
Челябинск	8-14	40	1929
Челябинск	15-18	33	1929
Челябинск	18-25	51	1929
Челябинск	26-35	26	1929
Челябинск	36-45	97	1929
Челябинск	46-60	19	1929
Челябинск	61-80	21	1929
Челябинск	80-100	82	1929
Челябинск	101+	42	1929
Самара	0-3	49	1929
Самара	3-7	81	1929
Самара	8-14	92	1929
Самара	15-18	23	1929
Самара	18-25	21	1929
Самара	26-35	57	1929
Самара	36-45	92	1929
Самара	46-60	63	1929
Самара	61-80	46	1929
Самара	80-100	92	1929
Самара	101+	29	1929
Омск	0-3	46	1929
Омск	3-7	89	1929
Омск	8-14	81	1929
Омск	15-18	68	1929
Омск	18-25	43	1929
Омск	26-35	23	1929
Омск	36-45	90	1929
Омск	46-60	38	1929
Омск	61-80	80	1929
Омск	80-100	67	1929
Омск	101+	14	1929
Ростов-на-Дону	0-3	10	1929
Ростов-на-Дону	3-7	14	1929
Ростов-на-Дону	8-14	89	1929
Ростов-на-Дону	15-18	57	1929
Ростов-на-Дону	18-25	91	1929
Ростов-на-Дону	26-35	21	1929
Ростов-на-Дону	36-45	45	1929
Ростов-на-Дону	46-60	12	1929
Ростов-на-Дону	61-80	85	1929
Ростов-на-Дону	80-100	70	1929
Ростов-на-Дону	101+	10	1929
Уфа	0-3	50	1929
Уфа	3-7	66	1929
Уфа	8-14	35	1929
Уфа	15-18	66	1929
Уфа	18-25	67	1929
Уфа	26-35	79	1929
Уфа	36-45	38	1929
Уфа	46-60	27	1929
Уфа	61-80	45	1929
Уфа	80-100	59	1929
Уфа	101+	34	1929
Красноярск	0-3	60	1929
Красноярск	3-7	33	1929
Красноярск	8-14	62	1929
Красноярск	15-18	84	1929
Красноярск	18-25	21	1929
Красноярск	26-35	63	1929
Красноярск	36-45	49	1929
Красноярск	46-60	100	1929
Красноярск	61-80	15	1929
Красноярск	80-100	28	1929
Красноярск	101+	95	1929
Москва	0-3	64	1932
Москва	3-7	88	1932
Москва	8-14	16	1932
Москва	15-18	70	1932
Москва	18-25	31	1932
Москва	26-35	27	1932
Москва	36-45	28	1932
Москва	46-60	41	1932
Москва	61-80	99	1932
Москва	80-100	49	1932
Москва	101+	40	1932
Санкт-Петербург	0-3	15	1932
Санкт-Петербург	3-7	84	1932
Санкт-Петербург	8-14	15	1932
Санкт-Петербург	15-18	100	1932
Санкт-Петербург	18-25	33	1932
Санкт-Петербург	26-35	70	1932
Санкт-Петербург	36-45	69	1932
Санкт-Петербург	46-60	25	1932
Санкт-Петербург	61-80	41	1932
Санкт-Петербург	80-100	30	1932
Санкт-Петербург	101+	60	1932
Новосибирск	0-3	36	1932
Новосибирск	3-7	35	1932
Новосибирск	8-14	57	1932
Новосибирск	15-18	99	1932
Новосибирск	18-25	27	1932
Новосибирск	26-35	62	1932
Новосибирск	36-45	91	1932
Новосибирск	46-60	75	1932
Новосибирск	61-80	95	1932
Новосибирск	80-100	12	1932
Новосибирск	101+	69	1932
Екатеринбург	0-3	91	1932
Екатеринбург	3-7	63	1932
Екатеринбург	8-14	79	1932
Екатеринбург	15-18	65	1932
Екатеринбург	18-25	35	1932
Екатеринбург	26-35	75	1932
Екатеринбург	36-45	76	1932
Екатеринбург	46-60	74	1932
Екатеринбург	61-80	58	1932
Екатеринбург	80-100	29	1932
Екатеринбург	101+	14	1932
Казань	0-3	65	1932
Казань	3-7	28	1932
Казань	8-14	26	1932
Казань	15-18	69	1932
Казань	18-25	58	1932
Казань	26-35	51	1932
Казань	36-45	93	1932
Казань	46-60	89	1932
Казань	61-80	87	1932
Казань	80-100	26	1932
Казань	101+	20	1932
Нижний Новгород	0-3	70	1932
Нижний Новгород	3-7	12	1932
Нижний Новгород	8-14	79	1932
Нижний Новгород	15-18	19	1932
Нижний Новгород	18-25	46	1932
Нижний Новгород	26-35	61	1932
Нижний Новгород	36-45	96	1932
Нижний Новгород	46-60	67	1932
Нижний Новгород	61-80	67	1932
Нижний Новгород	80-100	63	1932
Нижний Новгород	101+	92	1932
Челябинск	0-3	66	1932
Челябинск	3-7	22	1932
Челябинск	8-14	10	1932
Челябинск	15-18	46	1932
Челябинск	18-25	69	1932
Челябинск	26-35	62	1932
Челябинск	36-45	51	1932
Челябинск	46-60	61	1932
Челябинск	61-80	33	1932
Челябинск	80-100	12	1932
Челябинск	101+	92	1932
Самара	0-3	91	1932
Самара	3-7	78	1932
Самара	8-14	74	1932
Самара	15-18	10	1932
Самара	18-25	57	1932
Самара	26-35	29	1932
Самара	36-45	52	1932
Самара	46-60	26	1932
Самара	61-80	82	1932
Самара	80-100	80	1932
Самара	101+	94	1932
Омск	0-3	62	1932
Омск	3-7	36	1932
Омск	8-14	96	1932
Омск	15-18	68	1932
Омск	18-25	50	1932
Омск	26-35	67	1932
Омск	36-45	63	1932
Омск	46-60	55	1932
Омск	61-80	10	1932
Омск	80-100	21	1932
Омск	101+	22	1932
Ростов-на-Дону	0-3	26	1932
Ростов-на-Дону	3-7	57	1932
Ростов-на-Дону	8-14	96	1932
Ростов-на-Дону	15-18	25	1932
Ростов-на-Дону	18-25	93	1932
Ростов-на-Дону	26-35	84	1932
Ростов-на-Дону	36-45	92	1932
Ростов-на-Дону	46-60	89	1932
Ростов-на-Дону	61-80	52	1932
Ростов-на-Дону	80-100	64	1932
Ростов-на-Дону	101+	59	1932
Уфа	0-3	58	1932
Уфа	3-7	84	1932
Уфа	8-14	100	1932
Уфа	15-18	90	1932
Уфа	18-25	61	1932
Уфа	26-35	87	1932
Уфа	36-45	43	1932
Уфа	46-60	54	1932
Уфа	61-80	80	1932
Уфа	80-100	78	1932
Уфа	101+	66	1932
Красноярск	0-3	88	1932
Красноярск	3-7	72	1932
Красноярск	8-14	64	1932
Красноярск	15-18	61	1932
Красноярск	18-25	76	1932
Красноярск	26-35	58	1932
Красноярск	36-45	67	1932
Красноярск	46-60	61	1932
Красноярск	61-80	60	1932
Красноярск	80-100	73	1932
Красноярск	101+	99	1932
Москва	0-3	75	1935
Москва	3-7	93	1935
Москва	8-14	37	1935
Москва	15-18	61	1935
Москва	18-25	71	1935
Москва	26-35	82	1935
Москва	36-45	20	1935
Москва	46-60	76	1935
Москва	61-80	17	1935
Москва	80-100	69	1935
Москва	101+	46	1935
Санкт-Петербург	0-3	60	1935
Санкт-Петербург	3-7	47	1935
Санкт-Петербург	8-14	88	1935
Санкт-Петербург	15-18	90	1935
Санкт-Петербург	18-25	24	1935
Санкт-Петербург	26-35	24	1935
Санкт-Петербург	36-45	99	1935
Санкт-Петербург	46-60	49	1935
Санкт-Петербург	61-80	31	1935
Санкт-Петербург	80-100	79	1935
Санкт-Петербург	101+	73	1935
Новосибирск	0-3	99	1935
Новосибирск	3-7	99	1935
Новосибирск	8-14	73	1935
Новосибирск	15-18	71	1935
Новосибирск	18-25	75	1935
Новосибирск	26-35	93	1935
Новосибирск	36-45	74	1935
Новосибирск	46-60	65	1935
Новосибирск	61-80	88	1935
Новосибирск	80-100	56	1935
Новосибирск	101+	67	1935
Екатеринбург	0-3	55	1935
Екатеринбург	3-7	64	1935
Екатеринбург	8-14	69	1935
Екатеринбург	15-18	28	1935
Екатеринбург	18-25	45	1935
Екатеринбург	26-35	25	1935
Екатеринбург	36-45	48	1935
Екатеринбург	46-60	26	1935
Екатеринбург	61-80	74	1935
Екатеринбург	80-100	62	1935
Екатеринбург	101+	23	1935
Казань	0-3	65	1935
Казань	3-7	57	1935
Казань	8-14	70	1935
Казань	15-18	48	1935
Казань	18-25	93	1935
Казань	26-35	89	1935
Казань	36-45	26	1935
Казань	46-60	75	1935
Казань	61-80	77	1935
Казань	80-100	31	1935
Казань	101+	30	1935
Нижний Новгород	0-3	51	1935
Нижний Новгород	3-7	86	1935
Нижний Новгород	8-14	15	1935
Нижний Новгород	15-18	30	1935
Нижний Новгород	18-25	15	1935
Нижний Новгород	26-35	20	1935
Нижний Новгород	36-45	34	1935
Нижний Новгород	46-60	58	1935
Нижний Новгород	61-80	70	1935
Нижний Новгород	80-100	43	1935
Нижний Новгород	101+	86	1935
Челябинск	0-3	41	1935
Челябинск	3-7	58	1935
Челябинск	8-14	54	1935
Челябинск	15-18	29	1935
Челябинск	18-25	31	1935
Челябинск	26-35	76	1935
Челябинск	36-45	24	1935
Челябинск	46-60	28	1935
Челябинск	61-80	71	1935
Челябинск	80-100	58	1935
Челябинск	101+	75	1935
Самара	0-3	65	1935
Самара	3-7	23	1935
Самара	8-14	78	1935
Самара	15-18	27	1935
Самара	18-25	46	1935
Самара	26-35	61	1935
Самара	36-45	82	1935
Самара	46-60	41	1935
Самара	61-80	98	1935
Самара	80-100	20	1935
Самара	101+	72	1935
Омск	0-3	23	1935
Омск	3-7	74	1935
Омск	8-14	35	1935
Омск	15-18	47	1935
Омск	18-25	85	1935
Омск	26-35	31	1935
Омск	36-45	13	1935
Омск	46-60	29	1935
Омск	61-80	56	1935
Омск	80-100	17	1935
Омск	101+	77	1935
Ростов-на-Дону	0-3	53	1935
Ростов-на-Дону	3-7	72	1935
Ростов-на-Дону	8-14	38	1935
Ростов-на-Дону	15-18	53	1935
Ростов-на-Дону	18-25	62	1935
Ростов-на-Дону	26-35	26	1935
Ростов-на-Дону	36-45	57	1935
Ростов-на-Дону	46-60	94	1935
Ростов-на-Дону	61-80	83	1935
Ростов-на-Дону	80-100	89	1935
Ростов-на-Дону	101+	10	1935
Уфа	0-3	52	1935
Уфа	3-7	31	1935
Уфа	8-14	66	1935
Уфа	15-18	88	1935
Уфа	18-25	34	1935
Уфа	26-35	61	1935
Уфа	36-45	59	1935
Уфа	46-60	49	1935
Уфа	61-80	46	1935
Уфа	80-100	65	1935
Уфа	101+	52	1935
Красноярск	0-3	23	1935
Красноярск	3-7	20	1935
Красноярск	8-14	66	1935
Красноярск	15-18	13	1935
Красноярск	18-25	33	1935
Красноярск	26-35	38	1935
Красноярск	36-45	56	1935
Красноярск	46-60	28	1935
Красноярск	61-80	25	1935
Красноярск	80-100	55	1935
Красноярск	101+	52	1935
Москва	0-3	94	1938
Москва	3-7	39	1938
Москва	8-14	43	1938
Москва	15-18	84	1938
Москва	18-25	100	1938
Москва	26-35	57	1938
Москва	36-45	89	1938
Москва	46-60	52	1938
Москва	61-80	45	1938
Москва	80-100	22	1938
Москва	101+	79	1938
Санкт-Петербург	0-3	92	1938
Санкт-Петербург	3-7	22	1938
Санкт-Петербург	8-14	42	1938
Санкт-Петербург	15-18	24	1938
Санкт-Петербург	18-25	97	1938
Санкт-Петербург	26-35	40	1938
Санкт-Петербург	36-45	33	1938
Санкт-Петербург	46-60	22	1938
Санкт-Петербург	61-80	51	1938
Санкт-Петербург	80-100	58	1938
Санкт-Петербург	101+	82	1938
Новосибирск	0-3	55	1938
Новосибирск	3-7	65	1938
Новосибирск	8-14	63	1938
Новосибирск	15-18	81	1938
Новосибирск	18-25	15	1938
Новосибирск	26-35	81	1938
Новосибирск	36-45	77	1938
Новосибирск	46-60	59	1938
Новосибирск	61-80	48	1938
Новосибирск	80-100	47	1938
Новосибирск	101+	81	1938
Екатеринбург	0-3	66	1938
Екатеринбург	3-7	94	1938
Екатеринбург	8-14	42	1938
Екатеринбург	15-18	70	1938
Екатеринбург	18-25	82	1938
Екатеринбург	26-35	96	1938
Екатеринбург	36-45	69	1938
Екатеринбург	46-60	57	1938
Екатеринбург	61-80	52	1938
Екатеринбург	80-100	61	1938
Екатеринбург	101+	93	1938
Казань	0-3	86	1938
Казань	3-7	74	1938
Казань	8-14	75	1938
Казань	15-18	94	1938
Казань	18-25	92	1938
Казань	26-35	51	1938
Казань	36-45	89	1938
Казань	46-60	46	1938
Казань	61-80	28	1938
Казань	80-100	52	1938
Казань	101+	18	1938
Нижний Новгород	0-3	10	1938
Нижний Новгород	3-7	66	1938
Нижний Новгород	8-14	90	1938
Нижний Новгород	15-18	97	1938
Нижний Новгород	18-25	26	1938
Нижний Новгород	26-35	54	1938
Нижний Новгород	36-45	76	1938
Нижний Новгород	46-60	70	1938
Нижний Новгород	61-80	97	1938
Нижний Новгород	80-100	17	1938
Нижний Новгород	101+	30	1938
Челябинск	0-3	30	1938
Челябинск	3-7	21	1938
Челябинск	8-14	33	1938
Челябинск	15-18	52	1938
Челябинск	18-25	31	1938
Челябинск	26-35	89	1938
Челябинск	36-45	78	1938
Челябинск	46-60	75	1938
Челябинск	61-80	44	1938
Челябинск	80-100	89	1938
Челябинск	101+	97	1938
Самара	0-3	96	1938
Самара	3-7	18	1938
Самара	8-14	71	1938
Самара	15-18	41	1938
Самара	18-25	44	1938
Самара	26-35	53	1938
Самара	36-45	96	1938
Самара	46-60	97	1938
Самара	61-80	76	1938
Самара	80-100	87	1938
Самара	101+	47	1938
Омск	0-3	37	1938
Омск	3-7	32	1938
Омск	8-14	82	1938
Омск	15-18	40	1938
Омск	18-25	29	1938
Омск	26-35	49	1938
Омск	36-45	95	1938
Омск	46-60	63	1938
Омск	61-80	42	1938
Омск	80-100	33	1938
Омск	101+	94	1938
Ростов-на-Дону	0-3	69	1938
Ростов-на-Дону	3-7	71	1938
Ростов-на-Дону	8-14	91	1938
Ростов-на-Дону	15-18	19	1938
Ростов-на-Дону	18-25	49	1938
Ростов-на-Дону	26-35	96	1938
Ростов-на-Дону	36-45	10	1938
Ростов-на-Дону	46-60	60	1938
Ростов-на-Дону	61-80	45	1938
Ростов-на-Дону	80-100	10	1938
Ростов-на-Дону	101+	73	1938
Уфа	0-3	16	1938
Уфа	3-7	22	1938
Уфа	8-14	11	1938
Уфа	15-18	22	1938
Уфа	18-25	28	1938
Уфа	26-35	66	1938
Уфа	36-45	93	1938
Уфа	46-60	93	1938
Уфа	61-80	27	1938
Уфа	80-100	67	1938
Уфа	101+	39	1938
Красноярск	0-3	35	1938
Красноярск	3-7	34	1938
Красноярск	8-14	70	1938
Красноярск	15-18	99	1938
Красноярск	18-25	82	1938
Красноярск	26-35	14	1938
Красноярск	36-45	65	1938
Красноярск	46-60	18	1938
Красноярск	61-80	83	1938
Красноярск	80-100	39	1938
Красноярск	101+	16	1938
Москва	0-3	79	1941
Москва	3-7	81	1941
Москва	8-14	54	1941
Москва	15-18	91	1941
Москва	18-25	64	1941
Москва	26-35	74	1941
Москва	36-45	96	1941
Москва	46-60	66	1941
Москва	61-80	30	1941
Москва	80-100	33	1941
Москва	101+	23	1941
Санкт-Петербург	0-3	61	1941
Санкт-Петербург	3-7	12	1941
Санкт-Петербург	8-14	34	1941
Санкт-Петербург	15-18	67	1941
Санкт-Петербург	18-25	49	1941
Санкт-Петербург	26-35	27	1941
Санкт-Петербург	36-45	90	1941
Санкт-Петербург	46-60	76	1941
Санкт-Петербург	61-80	13	1941
Санкт-Петербург	80-100	50	1941
Санкт-Петербург	101+	89	1941
Новосибирск	0-3	34	1941
Новосибирск	3-7	99	1941
Новосибирск	8-14	53	1941
Новосибирск	15-18	96	1941
Новосибирск	18-25	61	1941
Новосибирск	26-35	36	1941
Новосибирск	36-45	17	1941
Новосибирск	46-60	35	1941
Новосибирск	61-80	56	1941
Новосибирск	80-100	93	1941
Новосибирск	101+	70	1941
Екатеринбург	0-3	30	1941
Екатеринбург	3-7	67	1941
Екатеринбург	8-14	98	1941
Екатеринбург	15-18	15	1941
Екатеринбург	18-25	74	1941
Екатеринбург	26-35	31	1941
Екатеринбург	36-45	12	1941
Екатеринбург	46-60	69	1941
Екатеринбург	61-80	23	1941
Екатеринбург	80-100	63	1941
Екатеринбург	101+	24	1941
Казань	0-3	31	1941
Казань	3-7	70	1941
Казань	8-14	69	1941
Казань	15-18	29	1941
Казань	18-25	78	1941
Казань	26-35	90	1941
Казань	36-45	10	1941
Казань	46-60	51	1941
Казань	61-80	48	1941
Казань	80-100	84	1941
Казань	101+	78	1941
Нижний Новгород	0-3	18	1941
Нижний Новгород	3-7	90	1941
Нижний Новгород	8-14	69	1941
Нижний Новгород	15-18	65	1941
Нижний Новгород	18-25	12	1941
Нижний Новгород	26-35	22	1941
Нижний Новгород	36-45	96	1941
Нижний Новгород	46-60	88	1941
Нижний Новгород	61-80	50	1941
Нижний Новгород	80-100	73	1941
Нижний Новгород	101+	66	1941
Челябинск	0-3	50	1941
Челябинск	3-7	83	1941
Челябинск	8-14	98	1941
Челябинск	15-18	96	1941
Челябинск	18-25	30	1941
Челябинск	26-35	15	1941
Челябинск	36-45	55	1941
Челябинск	46-60	11	1941
Челябинск	61-80	88	1941
Челябинск	80-100	53	1941
Челябинск	101+	45	1941
Самара	0-3	71	1941
Самара	3-7	10	1941
Самара	8-14	12	1941
Самара	15-18	73	1941
Самара	18-25	44	1941
Самара	26-35	47	1941
Самара	36-45	86	1941
Самара	46-60	60	1941
Самара	61-80	15	1941
Самара	80-100	97	1941
Самара	101+	38	1941
Омск	0-3	96	1941
Омск	3-7	49	1941
Омск	8-14	63	1941
Омск	15-18	22	1941
Омск	18-25	86	1941
Омск	26-35	84	1941
Омск	36-45	50	1941
Омск	46-60	40	1941
Омск	61-80	27	1941
Омск	80-100	49	1941
Омск	101+	94	1941
Ростов-на-Дону	0-3	13	1941
Ростов-на-Дону	3-7	100	1941
Ростов-на-Дону	8-14	71	1941
Ростов-на-Дону	15-18	29	1941
Ростов-на-Дону	18-25	95	1941
Ростов-на-Дону	26-35	57	1941
Ростов-на-Дону	36-45	54	1941
Ростов-на-Дону	46-60	90	1941
Ростов-на-Дону	61-80	48	1941
Ростов-на-Дону	80-100	50	1941
Ростов-на-Дону	101+	57	1941
Уфа	0-3	57	1941
Уфа	3-7	19	1941
Уфа	8-14	73	1941
Уфа	15-18	60	1941
Уфа	18-25	40	1941
Уфа	26-35	93	1941
Уфа	36-45	43	1941
Уфа	46-60	97	1941
Уфа	61-80	12	1941
Уфа	80-100	65	1941
Уфа	101+	44	1941
Красноярск	0-3	73	1941
Красноярск	3-7	80	1941
Красноярск	8-14	17	1941
Красноярск	15-18	94	1941
Красноярск	18-25	77	1941
Красноярск	26-35	100	1941
Красноярск	36-45	26	1941
Красноярск	46-60	87	1941
Красноярск	61-80	87	1941
Красноярск	80-100	19	1941
Красноярск	101+	90	1941
Москва	0-3	46	1944
Москва	3-7	44	1944
Москва	8-14	40	1944
Москва	15-18	77	1944
Москва	18-25	49	1944
Москва	26-35	99	1944
Москва	36-45	74	1944
Москва	46-60	17	1944
Москва	61-80	62	1944
Москва	80-100	76	1944
Москва	101+	80	1944
Санкт-Петербург	0-3	21	1944
Санкт-Петербург	3-7	56	1944
Санкт-Петербург	8-14	98	1944
Санкт-Петербург	15-18	86	1944
Санкт-Петербург	18-25	69	1944
Санкт-Петербург	26-35	62	1944
Санкт-Петербург	36-45	16	1944
Санкт-Петербург	46-60	59	1944
Санкт-Петербург	61-80	58	1944
Санкт-Петербург	80-100	13	1944
Санкт-Петербург	101+	43	1944
Новосибирск	0-3	88	1944
Новосибирск	3-7	88	1944
Новосибирск	8-14	16	1944
Новосибирск	15-18	44	1944
Новосибирск	18-25	42	1944
Новосибирск	26-35	75	1944
Новосибирск	36-45	75	1944
Новосибирск	46-60	51	1944
Новосибирск	61-80	22	1944
Новосибирск	80-100	56	1944
Новосибирск	101+	30	1944
Екатеринбург	0-3	23	1944
Екатеринбург	3-7	70	1944
Екатеринбург	8-14	18	1944
Екатеринбург	15-18	17	1944
Екатеринбург	18-25	63	1944
Екатеринбург	26-35	18	1944
Екатеринбург	36-45	90	1944
Екатеринбург	46-60	62	1944
Екатеринбург	61-80	89	1944
Екатеринбург	80-100	61	1944
Екатеринбург	101+	35	1944
Казань	0-3	43	1944
Казань	3-7	37	1944
Казань	8-14	18	1944
Казань	15-18	62	1944
Казань	18-25	89	1944
Казань	26-35	91	1944
Казань	36-45	94	1944
Казань	46-60	10	1944
Казань	61-80	64	1944
Казань	80-100	77	1944
Казань	101+	26	1944
Нижний Новгород	0-3	22	1944
Нижний Новгород	3-7	32	1944
Нижний Новгород	8-14	43	1944
Нижний Новгород	15-18	79	1944
Нижний Новгород	18-25	54	1944
Нижний Новгород	26-35	43	1944
Нижний Новгород	36-45	63	1944
Нижний Новгород	46-60	74	1944
Нижний Новгород	61-80	92	1944
Нижний Новгород	80-100	64	1944
Нижний Новгород	101+	57	1944
Челябинск	0-3	51	1944
Челябинск	3-7	84	1944
Челябинск	8-14	10	1944
Челябинск	15-18	21	1944
Челябинск	18-25	60	1944
Челябинск	26-35	14	1944
Челябинск	36-45	29	1944
Челябинск	46-60	43	1944
Челябинск	61-80	62	1944
Челябинск	80-100	80	1944
Челябинск	101+	35	1944
Самара	0-3	55	1944
Самара	3-7	19	1944
Самара	8-14	14	1944
Самара	15-18	99	1944
Самара	18-25	43	1944
Самара	26-35	25	1944
Самара	36-45	32	1944
Самара	46-60	66	1944
Самара	61-80	52	1944
Самара	80-100	99	1944
Самара	101+	58	1944
Омск	0-3	42	1944
Омск	3-7	75	1944
Омск	8-14	31	1944
Омск	15-18	99	1944
Омск	18-25	55	1944
Омск	26-35	63	1944
Омск	36-45	85	1944
Омск	46-60	75	1944
Омск	61-80	100	1944
Омск	80-100	35	1944
Омск	101+	10	1944
Ростов-на-Дону	0-3	10	1944
Ростов-на-Дону	3-7	15	1944
Ростов-на-Дону	8-14	73	1944
Ростов-на-Дону	15-18	43	1944
Ростов-на-Дону	18-25	26	1944
Ростов-на-Дону	26-35	27	1944
Ростов-на-Дону	36-45	58	1944
Ростов-на-Дону	46-60	88	1944
Ростов-на-Дону	61-80	24	1944
Ростов-на-Дону	80-100	43	1944
Ростов-на-Дону	101+	88	1944
Уфа	0-3	13	1944
Уфа	3-7	68	1944
Уфа	8-14	36	1944
Уфа	15-18	95	1944
Уфа	18-25	48	1944
Уфа	26-35	71	1944
Уфа	36-45	33	1944
Уфа	46-60	84	1944
Уфа	61-80	53	1944
Уфа	80-100	56	1944
Уфа	101+	83	1944
Красноярск	0-3	70	1944
Красноярск	3-7	58	1944
Красноярск	8-14	94	1944
Красноярск	15-18	52	1944
Красноярск	18-25	44	1944
Красноярск	26-35	77	1944
Красноярск	36-45	18	1944
Красноярск	46-60	14	1944
Красноярск	61-80	43	1944
